ID,ZONA_LIMA,VEHICULO_TIPO,VEHICULO_GAMA,PERSONA_SEXO,TARJETAS_NUMERO,PERSONA_EDAD,VEHICULO_EDAD
654f224e675a37aaa7430ad163bd714b,MODERNA,AUTOMOVIL,PERSONALIZADO,F,4,31,3
091a277b643aad6c26bede561ebe64cd,MODERNA,AUTOMOVIL,PERSONALIZADO,M,4,28,4
c9e25db28d3ea97cb25f890134f8d376,ESTE,AUTOMOVIL,ESTANDAR,M,5,50,5
2112289ebc35f2945a1b23092dbb3474,CENTRO,CAMIONETA,PERSONALIZADO,M,3,30,8
87292e8a84590fa5bba63e9e3f7548c4,MODERNA,AUTOMOVIL,ESTANDAR,M,4,53,1
c773420af2edab92497c036cce9693ba,MODERNA,AUTOMOVIL,ESTANDAR,F,1,57,15
258f950f8b4c54b102c36d5c805f6442,MODERNA,AUTOMOVIL,ESTANDAR,F,2,35,0
af93df58a39db460362b62e9ec8ed172,MODERNA,AUTOMOVIL,ESTANDAR,M,5,33,8
ae380fe18f933c0a86c707a5b8045c52,SUR,AUTOMOVIL,ESTANDAR,M,1,30,6
92c159e6f4381eb42764b1d77cfcfe3a,MODERNA,AUTOMOVIL,ESTANDAR,F,4,49,7
526af2530446303b255ef0b177474a59,MODERNA,CAMIONETA,ESTANDAR,M,1,37,10
147390c0e4381eb7747381fd096ddbb6,MODERNA,AUTOMOVIL,ESTANDAR,F,4,38,4
84cb8d5999a15388f7cb6a91696b9557,ESTE,AUTOMOVIL,ESTANDAR,M,8,45,20
37fbc316748f8f8477c56f67ac03db8a,ESTE,AUTOMOVIL,ESTANDAR,M,8,32,6
3c35380f95b312cf3789e776e7edf7fb,MODERNA,AUTOMOVIL,PERSONALIZADO,M,2,68,7
4a0024944f600b30b6c7c471718101ef,ESTE,AUTOMOVIL,ESTANDAR,M,1,33,2
6393e3be8c8e50461898eed649d9fee8,ESTE,AUTOMOVIL,ESTANDAR,M,6,33,3
8693b90dd06b1a3846672ea79d6da023,MODERNA,AUTOMOVIL,PERSONALIZADO,M,7,64,24
e143354a294ecabe67b4d967a2b876ab,MODERNA,CAMIONETA,ESTANDAR,F,2,33,4
caa2def0f2c278364b69442a455339b5,SUR,AUTOMOVIL,ESTANDAR,M,2,38,5
8c050b2b0bf7114d7d8d7fd784f450e5,MODERNA,CAMIONETA,ESTANDAR,F,4,50,2
dd0399f7572639aaa9ff9d7a55d5d92b,CENTRO,AUTOMOVIL,ESTANDAR,M,6,55,3
a15bbca50c3d0759a6e8f66f0a49180f,MODERNA,AUTOMOVIL,ESTANDAR,M,4,43,4
750f727b7d78665dc3ccfc4688dbe342,MODERNA,CAMIONETA,PERSONALIZADO,M,3,32,2
65c4223e6c943138599258cacddaddd0,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,46,6
dc0b14c0a1d7b586afb1f59fe1ea42b5,MODERNA,CAMIONETA,ESTANDAR,M,3,44,6
956bf76463bba9d9246bd774c13b83ca,MODERNA,CAMIONETA,ESTANDAR,M,2,45,8
640df110ca11f0b02b3090e27ed4af9a,MODERNA,CAMIONETA,ESTANDAR,M,2,36,4
32e9caee50a3959bb7cd6f869bca39d8,MODERNA,CAMIONETA,ESTANDAR,F,4,27,9
8da85a77ce9cb8d392f468cc01864a81,MODERNA,CAMIONETA,ESTANDAR,M,3,51,4
e04a17ea7a055c07c785d4251e7e4015,MODERNA,CAMIONETA,ESTANDAR,M,4,49,8
2890044faea4be74e1914904346e629c,MODERNA,AUTOMOVIL,ESTANDAR,F,5,35,5
61057dbf679c6938b6401d7aae17bb01,MODERNA,AUTOMOVIL,ESTANDAR,M,2,67,30
3236577ba1f67b04f3bf1231e3147828,MODERNA,CAMIONETA,PERSONALIZADO,M,5,49,4
6ce537f7e944d083b3518019b02e4d02,MODERNA,AUTOMOVIL,ESTANDAR,M,5,60,36
1dabc4241e8df3d0cb9bc26aa9cdf6be,CENTRO,AUTOMOVIL,ESTANDAR,M,3,41,5
727fa223e8228e9552e330fb4c651028,ESTE,CAMIONETA,ESTANDAR,M,2,31,6
9ca9fdbc8ca2c8f82a1dc8d5622ea4ce,MODERNA,AUTOMOVIL,PERSONALIZADO,F,3,31,2
975e81b3c68cf9295e6cf98b56489508,SUR,AUTOMOVIL,ESTANDAR,M,2,44,13
fee786de98eba3aa4180c49cf07b1448,MODERNA,AUTOMOVIL,ESTANDAR,F,4,58,2
0bfda3c8596474bc7749ee2cc51dde0f,MODERNA,AUTOMOVIL,ESTANDAR,F,4,29,4
47bdb338bf3e91bb1af32e0a005b4064,MODERNA,CAMIONETA,PERSONALIZADO,F,2,43,1
2eb8e4440a95009da470900205af8ded,MODERNA,AUTOMOVIL,PERSONALIZADO,M,5,73,7
bd4479b3bff823bdedeee03dba424e3a,MODERNA,CAMIONETA,ESTANDAR,F,4,39,8
8927e09446422b315caf94f942d91b60,MODERNA,AUTOMOVIL,ESTANDAR,M,4,28,1
beae63e7dc367ae59d38b260b8ed9a85,MODERNA,AUTOMOVIL,ESTANDAR,M,2,67,11
fa5e41930eff1b62ac9c5537c3465f4e,MODERNA,CAMIONETA,ESTANDAR,M,2,70,6
7cb617eab69ae09788817b06b9e14066,CENTRO,AUTOMOVIL,ESTANDAR,F,2,61,29
548104564b21183018f712a905086dfe,ESTE,AUTOMOVIL,ESTANDAR,M,2,48,8
e3a5ab28fe6aa1eb1d1cd79681a3eb3a,MODERNA,CAMIONETA,ESTANDAR,M,3,65,5
7786ccc0cec96c63a99d18ad7f9b0e5c,MODERNA,AUTOMOVIL,ESTANDAR,M,3,43,7
5abb1fd1b7b0dcce31f8c9e9c3f0fc57,ESTE,AUTOMOVIL,ESTANDAR,M,6,46,9
2c5adbd877d778bca54bb6d1140f876f,MODERNA,AUTOMOVIL,ESTANDAR,F,4,59,23
48f19aa33f168c443ab9c985bb72c243,MODERNA,AUTOMOVIL,PERSONALIZADO,M,4,68,12
92504a94558c42a0737d7d36ac560cfe,SUR,AUTOMOVIL,PERSONALIZADO,M,3,27,2
3a9ed8809ee39d9e6535c5040a0efc58,NORTE,AUTOMOVIL,ESTANDAR,M,3,56,8
81f54d6fdb5515e8a36d1925c59b1a05,CENTRO,AUTOMOVIL,ESTANDAR,F,2,28,3
84b9d1ae40f18a804b5cc025749533d4,ESTE,AUTOMOVIL,ESTANDAR,M,1,70,15
6708606b73d9b699acc5d049eed46d54,NORTE,CAMIONETA,ESTANDAR,M,2,34,11
076ba1a4d657f9bf8adaf2b56aa60b52,MODERNA,AUTOMOVIL,ESTANDAR,M,3,36,3
15f039c35bb64b3a7e82714f782a675d,ESTE,CAMIONETA,ESTANDAR,M,7,63,0
785ab40d3f41a430990ad1c86222c368,MODERNA,AUTOMOVIL,ESTANDAR,F,3,44,3
5d2b88ba1f001fa1f2bddbd10d16965a,MODERNA,AUTOMOVIL,ESTANDAR,M,2,35,2
1c85cee2704687e7baabc0df21b0e5eb,SUR,AUTOMOVIL,ESTANDAR,M,1,47,15
367a1e58ee57ed54c0935b420f139a28,MODERNA,AUTOMOVIL,ESTANDAR,M,3,66,10
6457f6715152b794ecdfc0a90714c9bb,ESTE,AUTOMOVIL,ESTANDAR,M,1,60,37
5ac089d723b0f08c5d3871a058baba4d,MODERNA,CAMIONETA,ESTANDAR,F,3,45,5
4b444a6a27b7b6ea5c3aae86211127ef,CENTRO,AUTOMOVIL,ESTANDAR,F,1,65,10
fc6c2fa187905347f204c8fb8a8b951b,MODERNA,AUTOMOVIL,ESTANDAR,M,3,47,7
add0075a36c4f40ae493da016a096347,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,29,6
983b1133fdf091f605569335f4f0fcce,CENTRO,CAMIONETA,PERSONALIZADO,M,6,47,4
eac16a83fd1178fabf2dc79ff9a240b4,MODERNA,CAMIONETA,ESTANDAR,M,2,77,10
301d0d477828c8ec9ccd072375a4857c,MODERNA,AUTOMOVIL,ESTANDAR,M,2,69,9
1a8cd90a77493df0e30032ef7582b5ab,MODERNA,CAMIONETA,ESTANDAR,F,7,51,7
7f27f8b18f98884a8721bf8360897a18,NORTE,CAMIONETA,ESTANDAR,M,1,34,2
2aefb73821ad628597fb89e9f8448859,MODERNA,AUTOMOVIL,ESTANDAR,F,2,66,21
a52177ec20d2c47446ef2bf1de693230,MODERNA,AUTOMOVIL,ESTANDAR,M,1,45,5
ccae14020fa5c0a8e30d8e732ef1a9ee,MODERNA,CAMIONETA,PERSONALIZADO,F,3,50,5
2b2c37b3cb26aed92f8336db7844ade6,MODERNA,AUTOMOVIL,ESTANDAR,M,8,33,6
b0614ef84adff7916a503373c39f19e7,ESTE,CAMIONETA,PERSONALIZADO,F,6,40,8
861c920833825d2680ee50686bce4b6c,MODERNA,AUTOMOVIL,ESTANDAR,F,4,35,10
41d2a37cf494387e724644b11b41572d,CENTRO,AUTOMOVIL,ESTANDAR,M,2,60,27
f5ea7ecd3902ed31507c80f01b786b6f,SUR,AUTOMOVIL,ESTANDAR,M,4,38,6
5bb9cb259ccd1a67f970dfb382a47e1b,MODERNA,CAMIONETA,ESTANDAR,M,8,67,5
ec4e93206a4b1b119fcf3225cd8ac53c,MODERNA,AUTOMOVIL,ESTANDAR,F,4,60,22
0b5d1308fb3ff5638149b76518987519,MODERNA,CAMIONETA,ESTANDAR,M,2,40,2
6c4c2b8f6b430bda6e71f0e214b3bee8,MODERNA,CAMIONETA,PERSONALIZADO,M,3,40,3
51d38b1f47206c3a29073497b09e25cb,MODERNA,CAMIONETA,PERSONALIZADO,M,4,38,4
b846f6158ed15822d540019fab18643c,MODERNA,AUTOMOVIL,ESTANDAR,F,4,40,5
299fdf7c07727b2188eb7fc261b532db,MODERNA,CAMIONETA,ESTANDAR,M,2,43,9
98f66b6935cd9267dcc13a5d45dec6f0,NORTE,AUTOMOVIL,PERSONALIZADO,M,2,34,8
297f31c8c777c29180ecd28ac51a69ab,CENTRO,AUTOMOVIL,ESTANDAR,M,1,31,6
60ad113f145c0e207e5294602b9812fd,CENTRO,AUTOMOVIL,ESTANDAR,F,6,30,5
a83b0405b29df403552b483ecde6a81a,MODERNA,AUTOMOVIL,ESTANDAR,M,6,66,7
13eb7a444caa9b7adf3a1c0f71b0b337,ESTE,AUTOMOVIL,PERSONALIZADO,M,4,46,6
768d8eb5acaefe18cfcb588da3b7892b,MODERNA,AUTOMOVIL,ESTANDAR,F,3,44,20
57c4b2435ff1bc36800bf03447b22064,NORTE,AUTOMOVIL,PERSONALIZADO,M,3,31,4
ea189735ce56e0723eaccee66502532d,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,67,21
a47e21440a8b0285876c4cedc3404a44,MODERNA,AUTOMOVIL,PERSONALIZADO,M,4,38,4
4548305612c6aceef12500a1a602e0e7,ESTE,AUTOMOVIL,ESTANDAR,F,3,66,8
5763e49f36fd583936450fcd5d9b6201,CENTRO,CAMIONETA,PERSONALIZADO,F,1,38,5
b8da062dc6d112a02c48beeb07f00523,MODERNA,CAMIONETA,ESTANDAR,M,5,48,3
af94bca82e1c218ae44151b6d0b568c0,ESTE,AUTOMOVIL,ESTANDAR,M,3,38,9
40f1b32e95af5a76a83479429bb5a8cb,MODERNA,CAMIONETA,PERSONALIZADO,M,2,65,10
855ee6a6fb601e5fe78e81f4c3d4f517,MODERNA,CAMIONETA,ESTANDAR,M,4,46,8
440f5e3884e946338285cdd979034b80,MODERNA,AUTOMOVIL,ESTANDAR,M,4,45,8
c2caf816faf54af3fd8f60a9ffbf745e,SUR,AUTOMOVIL,ESTANDAR,M,4,28,2
a4aceac0a2334a2a016d65aed155100b,NORTE,CAMIONETA,ESTANDAR,M,6,54,17
beb2d8c2f65b9a9bf92779a3f0af8c1f,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,31,11
80b194311531ff4c2de8b599adb73c9b,MODERNA,AUTOMOVIL,ESTANDAR,M,3,27,8
beacc3935af49c1ee208a76afd1fdbb5,MODERNA,AUTOMOVIL,PERSONALIZADO,F,3,32,1
c5e7e5dc91cad0edc7fd6925e6a85727,MODERNA,AUTOMOVIL,ESTANDAR,M,3,50,27
652f36d591a9d3c88eafefa94b1194ba,MODERNA,CAMIONETA,ESTANDAR,F,3,45,6
27ed9b65a94e95f4447345ef04be698f,ESTE,CAMIONETA,ESTANDAR,M,2,44,5
145a383a137681fb1513f73a6b074481,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,33,6
4957cd4dde6858b136f3599b3d871f9e,CENTRO,CAMIONETA,ESTANDAR,M,2,43,3
e7ff669026fe7ba238aecdd4c5eaeeb4,MODERNA,AUTOMOVIL,PERSONALIZADO,M,7,50,13
8cc658d043dca50e387e2ab525be25f9,MODERNA,AUTOMOVIL,PERSONALIZADO,M,2,35,2
8e27b4cf9b9df051382bed2836e75258,ESTE,AUTOMOVIL,ESTANDAR,M,1,37,5
f0335e87cf8c4a4db8f400f0599df7f3,MODERNA,CAMIONETA,ESTANDAR,F,4,42,10
7937222a082c04184e0cf5974b4a3a70,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,27,7
c8e38a51d5e123caf4c5426a765a7ca3,NORTE,AUTOMOVIL,ESTANDAR,M,3,56,8
219c9782e17b838cbbc07bdf854dff68,CENTRO,AUTOMOVIL,ESTANDAR,F,2,38,2
e82ff42b5f5a85daf26c8328caf78fa6,NORTE,AUTOMOVIL,ESTANDAR,M,4,46,25
613c79548515a145dc83b73ac4254364,ESTE,CAMIONETA,PERSONALIZADO,M,4,42,4
304a1d0bb247bcac2b6fc787191f79d1,MODERNA,CAMIONETA,PERSONALIZADO,M,2,32,1
0f3c6c1697f41e33388ffe93e2d44469,MODERNA,AUTOMOVIL,ESTANDAR,M,7,55,6
94ded22dd868437bfc176f0e4b7a2576,MODERNA,CAMIONETA,PERSONALIZADO,M,6,69,14
e0a61d3827a1911a3b39c8f5d7b91f3a,MODERNA,CAMIONETA,PERSONALIZADO,F,6,43,7
df56bc44ebfc57adbee1cddd621e4b43,MODERNA,AUTOMOVIL,ESTANDAR,F,1,36,7
2f4f1e470bd0da4e5219b256de23fec2,MODERNA,AUTOMOVIL,PERSONALIZADO,M,2,76,4
c9f97b02c28e4ead28193986be86355c,MODERNA,CAMIONETA,ESTANDAR,M,1,36,6
42764ce787dc0e5b21cd49bbcc68a1d3,MODERNA,AUTOMOVIL,PERSONALIZADO,F,3,41,0
7066c59144a227610b9bd121702f9ac5,CENTRO,AUTOMOVIL,ESTANDAR,F,4,48,2
5884353d6c4b88a3baff3a3b11c10d6e,MODERNA,CAMIONETA,ESTANDAR,F,5,50,3
96163686dadb03db35dfc0b927200112,MODERNA,AUTOMOVIL,PERSONALIZADO,M,2,73,22
d08127a5916754e8450307e6b7dc1190,SUR,AUTOMOVIL,ESTANDAR,M,4,27,4
a33366bf8e8ea70dd13352dbf4068f53,CENTRO,AUTOMOVIL,ESTANDAR,M,3,40,6
565e7933fb33e6d1737e89fe10c53149,MODERNA,AUTOMOVIL,ESTANDAR,M,2,47,25
00fe3eac02b73b9e5fba1cf00251611c,ESTE,AUTOMOVIL,ESTANDAR,F,6,32,3
63beab0b9870bc96cc614a7928d1a498,MODERNA,CAMIONETA,PERSONALIZADO,M,2,40,4
d473cf8dc962f2bd954b7cc4c78c6546,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,56,8
87a0bf172d808d83e4bae9023211592f,MODERNA,CAMIONETA,PERSONALIZADO,F,2,59,6
ed9813f52fe0528c0106ae479fdc0201,ESTE,CAMIONETA,ESTANDAR,F,4,44,10
980b39f8ae61175bfcf0f6cabe502b38,MODERNA,CAMIONETA,ESTANDAR,M,2,61,21
bebb4876ce20667e782692850a03a2c4,CENTRO,AUTOMOVIL,PERSONALIZADO,M,3,40,1
023baa706dc268d757adc8ad72550dda,MODERNA,CAMIONETA,PERSONALIZADO,M,5,30,11
45fa62b0b82840967e8a7315999eecfe,MODERNA,AUTOMOVIL,PERSONALIZADO,M,5,73,6
853f519b4cc9224a277746d7139c299a,MODERNA,CAMIONETA,ESTANDAR,F,4,46,6
003fdfed70cddfc238a65fe24db5e543,MODERNA,CAMIONETA,ESTANDAR,F,3,57,11
3d4cdb3d8e4ea8feb3c8a69e4b8e8752,MODERNA,AUTOMOVIL,PERSONALIZADO,M,1,37,10
ebec66f12dd3c35c2bee2ebc37c8ea65,MODERNA,CAMIONETA,ESTANDAR,M,2,28,4
320b4962ac39c191029ef5032d73e278,CENTRO,CAMIONETA,ESTANDAR,F,7,52,2
6c861aa60ca55970987ec9e61a116ed7,ESTE,AUTOMOVIL,ESTANDAR,M,2,53,8
4dc1135bf34cca76b2d53565482e951c,MODERNA,AUTOMOVIL,ESTANDAR,M,5,54,19
fa004967c60b6fcb803523212449cecc,ESTE,AUTOMOVIL,PERSONALIZADO,M,2,35,17
0a598eea5250d04e5992d23141036aa8,NORTE,AUTOMOVIL,PERSONALIZADO,M,2,31,5
6726c4544fb7d5901d23dca69616af79,NORTE,CAMIONETA,PERSONALIZADO,M,2,41,4
9a68eed06aec0ac03de3891ac93ed855,MODERNA,AUTOMOVIL,ESTANDAR,F,5,31,7
fe99212b374b1196fce5676dc64f21f6,SUR,CAMIONETA,ESTANDAR,F,3,26,3
168744d8f04d38bba52b432f15c10547,MODERNA,AUTOMOVIL,ESTANDAR,M,5,55,10
711a10a636d00a0e6084cc8cbe01fba7,MODERNA,CAMIONETA,ESTANDAR,F,2,31,4
e865dd72eb39f376bb471125ce3e2565,MODERNA,AUTOMOVIL,ESTANDAR,M,5,81,26
50d8c08b6be814c962d6cb98f89b1c09,SUR,CAMIONETA,PERSONALIZADO,M,6,69,11
8f3234a5ef45f0c6e97066b7c6959f21,NORTE,AUTOMOVIL,ESTANDAR,M,3,38,6
2e845444f130ac014bc9cf215c89bc63,MODERNA,AUTOMOVIL,ESTANDAR,M,3,47,8
25972b142eb5f83292ef45b715106e70,ESTE,AUTOMOVIL,ESTANDAR,F,4,44,5
3e4153e796237643584fa56a1858d1bb,CENTRO,AUTOMOVIL,ESTANDAR,M,5,54,6
eb9294c9025d43c705dee7df77c5781b,MODERNA,CAMIONETA,PERSONALIZADO,M,3,45,0
96cae5c00cb43922293418de5d179140,MODERNA,AUTOMOVIL,ESTANDAR,M,1,28,6
b954e9d433c132599640323eb86297d6,MODERNA,CAMIONETA,ESTANDAR,F,4,37,13
28d8d0029dbaebc2a3956a7784e4192a,MODERNA,CAMIONETA,PERSONALIZADO,M,1,48,11
5d95303520be53373b0229f769c994fb,MODERNA,CAMIONETA,ESTANDAR,M,6,39,9
babfbafcc00f036a22d776fe1c180118,MODERNA,AUTOMOVIL,ESTANDAR,F,5,46,9
e7bde6521f8b1c8c5716609f931e4e33,NORTE,AUTOMOVIL,ESTANDAR,M,2,34,4
12bc1627ac03023e5376d9ee344ac9e2,MODERNA,AUTOMOVIL,ESTANDAR,F,2,48,9
c470098d91896a1a40cb84f9451f9a96,CENTRO,AUTOMOVIL,PERSONALIZADO,F,3,43,8
8642ffc3fbed1f83274f235155b34e3d,MODERNA,AUTOMOVIL,PERSONALIZADO,F,5,32,1
e7945d07615dcb0aaed657a2bf0d5983,MODERNA,CAMIONETA,ESTANDAR,M,4,36,7
5b089aa399df45c0dedb1aa24c88a401,MODERNA,CAMIONETA,PERSONALIZADO,M,2,33,7
1f7c16967be17adb5f777b2dd5b4efd2,ESTE,CAMIONETA,ESTANDAR,F,5,38,10
5683a2a09fb1d1d6f15ce0125f49db4f,MODERNA,CAMIONETA,ESTANDAR,F,3,48,6
23c7c179d23aedd3862fed1502459da3,NORTE,AUTOMOVIL,ESTANDAR,M,3,49,14
b50e8ae69b5cde1c5fabf4650814ce24,MODERNA,AUTOMOVIL,ESTANDAR,M,5,55,23
ef632a38e28ac6252f413963caef0566,MODERNA,AUTOMOVIL,ESTANDAR,M,3,30,5
6e664b71af4804b4693d97fcd04115fe,ESTE,AUTOMOVIL,ESTANDAR,M,6,35,4
7cbf83415651569b21e8400ad541fe27,MODERNA,AUTOMOVIL,ESTANDAR,M,1,56,10
8516e9e4d04d9187da9803d3861f4153,ESTE,AUTOMOVIL,ESTANDAR,F,3,35,10
2be9966f04d20ac86593fed64fc18d70,CENTRO,CAMIONETA,PERSONALIZADO,F,6,58,4
56b42777fcecae6db51f47e882ca2a67,NORTE,AUTOMOVIL,ESTANDAR,M,3,42,4
835d048477b3b3f92cd91fb5ff6b5523,ESTE,AUTOMOVIL,ESTANDAR,M,4,54,3
84dd72c4066b36bc88356cb6feb887d0,MODERNA,AUTOMOVIL,PERSONALIZADO,M,1,40,20
621c5e93909d12c963bb6a33f755ecf7,NORTE,AUTOMOVIL,ESTANDAR,M,5,49,3
59a4386a0213670adcadf1a4e01c63d0,CENTRO,AUTOMOVIL,PERSONALIZADO,M,4,55,0
0b21084d76363bc76f31fa0c24407ada,MODERNA,AUTOMOVIL,ESTANDAR,M,6,54,4
b7e6a748bac989cc8fa847394b1c9a38,CENTRO,AUTOMOVIL,PERSONALIZADO,M,3,37,16
7c3f50405e0621c07ac7cd91eddfe205,MODERNA,AUTOMOVIL,ESTANDAR,M,3,34,2
02b04d75c9316d93b2a416c5fd34a220,MODERNA,AUTOMOVIL,ESTANDAR,M,3,41,22
41cd456f4efc32eb9a92b184484310b6,SUR,AUTOMOVIL,PERSONALIZADO,M,2,30,1
8988b5b6986836a29f3988463490835d,CENTRO,AUTOMOVIL,ESTANDAR,M,2,52,5
cd6c291fbce7c70059957bd19524aacd,MODERNA,AUTOMOVIL,ESTANDAR,M,4,42,5
4f5804988019decff6425bdc8809e0f2,MODERNA,CAMIONETA,PERSONALIZADO,F,5,43,20
d97332b57a5b07da6a3b7dac0d172920,ESTE,CAMIONETA,PERSONALIZADO,M,2,37,6
2bad7de5a939a71c58ef9048774b97c5,SUR,AUTOMOVIL,ESTANDAR,M,2,40,9
84d352a22457a091383f6b7a3258dc16,CENTRO,AUTOMOVIL,ESTANDAR,M,2,42,6
f2cb4c0438adb6ce3fff1191ef4ad72f,MODERNA,CAMIONETA,ESTANDAR,M,6,36,11
2eede945873db812ad49a91298759993,MODERNA,AUTOMOVIL,ESTANDAR,M,3,28,4
113a279ff63531f0fe27d80c8f6ea3e3,MODERNA,CAMIONETA,ESTANDAR,M,1,50,8
caaf3070f88990f444d3a9bed9f18ee4,MODERNA,CAMIONETA,ESTANDAR,M,3,40,3
ec982589b592ab397abbb0f0b3f61165,ESTE,AUTOMOVIL,ESTANDAR,M,1,43,7
6256143d7db13555a791b31aa47e88d9,MODERNA,AUTOMOVIL,ESTANDAR,M,2,42,3
f376721187949aa1f072077397afd551,MODERNA,AUTOMOVIL,PERSONALIZADO,F,2,55,11
a38134e40e2f07609fdebb43b826860d,MODERNA,CAMIONETA,PERSONALIZADO,M,1,33,3
fb35cc4fb720c0b194cd40d6348cef22,MODERNA,CAMIONETA,ESTANDAR,M,3,46,7
083227d276c7c909878c62fcd9aa139b,NORTE,AUTOMOVIL,PERSONALIZADO,M,5,68,10
be733dee5692134f2320b3d9d2bcf098,MODERNA,AUTOMOVIL,ESTANDAR,M,3,38,7
54e5265c88ed9f21fc2a558c3c4e92b7,MODERNA,CAMIONETA,PERSONALIZADO,F,3,40,1
0e5982c1a512001a2d543803c03bf82e,NORTE,AUTOMOVIL,ESTANDAR,M,6,43,0
654535ab0132c8a2021ce4a6f8f9fdb5,ESTE,AUTOMOVIL,PERSONALIZADO,F,4,48,18
88b51273d1f17fe34773dde0017f3910,ESTE,AUTOMOVIL,PERSONALIZADO,M,1,31,6
3f5070564dc59a1a37360fece1233fbf,ESTE,CAMIONETA,ESTANDAR,M,2,35,10
1f61f9cc740de395e9a0c1832cc5c3aa,MODERNA,AUTOMOVIL,ESTANDAR,M,4,40,12
2de41bb3f67e1c57e6a46c72f202a4d8,MODERNA,CAMIONETA,PERSONALIZADO,F,3,34,1
377134109a8c4e1dec7c46a66e267b92,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,39,19
5aa43865ea7f7debb124c07064c15bd6,MODERNA,AUTOMOVIL,ESTANDAR,F,2,36,2
cddd6ea855e31f4a31032f40570a2347,MODERNA,AUTOMOVIL,PERSONALIZADO,M,1,67,17
98f3081309f1dfbc5214add9551be197,MODERNA,AUTOMOVIL,ESTANDAR,M,4,37,4
1e6ae10a8e1365a7bd816d9af4951cd7,CENTRO,CAMIONETA,PERSONALIZADO,M,5,43,16
9c692573b18e810898d7cadd3e4b257c,MODERNA,AUTOMOVIL,ESTANDAR,M,2,68,6
5f4ecab46e909be632cc12f6f048cfcd,MODERNA,AUTOMOVIL,ESTANDAR,M,5,52,7
3cfa66c35541523d7aedd932e1930bb3,MODERNA,AUTOMOVIL,ESTANDAR,M,4,39,12
8c3f117ffd5b3156f5924d41b4649dfe,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,35,15
788b3bbbcb8fe9c479194fdc5d1fe3ec,CENTRO,AUTOMOVIL,ESTANDAR,M,4,48,10
ccc3a578a349345f502760b72a29b057,MODERNA,AUTOMOVIL,ESTANDAR,F,3,41,5
1c81e208932e60aa7f06cefeb5d3753e,NORTE,AUTOMOVIL,ESTANDAR,M,5,59,6
73186af5dd470d0c2a44602d57021bd6,MODERNA,AUTOMOVIL,ESTANDAR,M,2,39,8
34ef22e537ccf2144e5568618bc43494,ESTE,AUTOMOVIL,ESTANDAR,M,1,50,2
2403cd7242f09d6d1f488cc88ed8466f,SUR,AUTOMOVIL,ESTANDAR,M,4,46,5
544a825aa76cc2525c92cf5a1d552cae,SUR,AUTOMOVIL,ESTANDAR,F,4,37,2
