ID,ZONA_LIMA,VEHICULO_TIPO,VEHICULO_GAMA,PERSONA_SEXO,TARJETAS_NUMERO,PERSONA_EDAD,VEHICULO_EDAD
14df200f7df0bc72bb0d0baa79141adf,MODERNA,AUTOMOVIL,ESTANDAR,F,1,35,9
907957767df4dc629e20da11795d1657,MODERNA,AUTOMOVIL,ESTANDAR,F,2,47,4
ade653b16b1b8cfd46c1ca695f765bcf,SUR,AUTOMOVIL,ESTANDAR,F,2,38,17
3c6bd903499a77cfa51835ee33c555ec,CENTRO,AUTOMOVIL,PERSONALIZADO,M,2,48,10
ecf242430cc82f871f37f6ff08bef848,MODERNA,AUTOMOVIL,ESTANDAR,F,8,50,7
1f288d8588b1ef753f9a3ca714c14f76,ESTE,AUTOMOVIL,ESTANDAR,F,2,49,5
88586100ffa720f49ea3f0bb417609e3,MODERNA,CAMIONETA,ESTANDAR,M,5,62,9
bef3733c82807b5c0ab4a54386b91bc7,ESTE,AUTOMOVIL,ESTANDAR,M,5,47,8
c4c55578692b09bbb2d520bc456b96de,MODERNA,AUTOMOVIL,ESTANDAR,F,2,39,5
41d43ebd66092de627831c2f8518c068,ESTE,AUTOMOVIL,ESTANDAR,M,6,45,5
6f08d2914bb78d7cfe2b7317ce880403,CENTRO,AUTOMOVIL,PERSONALIZADO,M,2,48,20
1b8069821d122a900335ecd053f6ec62,MODERNA,CAMIONETA,ESTANDAR,F,5,61,6
d85ee6cac572e283975417916cafac6d,MODERNA,CAMIONETA,PERSONALIZADO,F,4,48,5
6b507b707776c97869a4c4d1d742e35e,MODERNA,AUTOMOVIL,PERSONALIZADO,M,4,76,6
5b337bdea4aca4d6faedd03ba2ec8dbf,SUR,CAMIONETA,ESTANDAR,F,5,37,4
bbc8e6332bbb16b3a8a1bc00a2961b63,CENTRO,AUTOMOVIL,ESTANDAR,M,7,53,14
8782cf548308110967340d303eeedaf2,NORTE,AUTOMOVIL,ESTANDAR,M,1,62,15
bd83e0012aacd7ed6d2c002b6e0e6aa4,MODERNA,AUTOMOVIL,PERSONALIZADO,F,2,31,2
3b5bafa582d5beec30d26f3258cea652,MODERNA,AUTOMOVIL,PERSONALIZADO,F,5,68,24
e18a0a278f9c9b7866aa786fbad8bf88,MODERNA,AUTOMOVIL,PERSONALIZADO,F,4,38,5
ae332c35fe8510eedd4ea8e296949f6c,MODERNA,CAMIONETA,PERSONALIZADO,F,3,71,3
b19861a857120a84c49d649acbf37e17,ESTE,AUTOMOVIL,ESTANDAR,M,4,64,20
3d67c3600ef1937fa66c91729ffbe568,MODERNA,AUTOMOVIL,ESTANDAR,M,8,52,11
f8b6d4f3bb5a4a4d694704c95986d043,ESTE,CAMIONETA,PERSONALIZADO,F,7,40,0
897bed9af8928fbaac6b1d390e38f703,MODERNA,AUTOMOVIL,PERSONALIZADO,M,1,48,3
3673f3a0f6d52d116e3d863db6074b3e,ESTE,AUTOMOVIL,ESTANDAR,F,3,39,4
1a4edeb8c2732e1247eb5b24c29bf4d3,ESTE,CAMIONETA,PERSONALIZADO,M,4,54,6
f4dd796c66435fd28105d85326e0de58,MODERNA,CAMIONETA,PERSONALIZADO,M,4,39,9
cff61cf5b42270e9b9efad9eadaf96e3,ESTE,AUTOMOVIL,PERSONALIZADO,M,1,36,1
3641cf7b40974cbc8394111902245125,NORTE,AUTOMOVIL,PERSONALIZADO,M,2,28,9
2e8b0388581d00327d431769ae8367ea,MODERNA,AUTOMOVIL,ESTANDAR,F,5,33,7
5827984ca7791a06cd649f58a2f6507f,MODERNA,AUTOMOVIL,ESTANDAR,M,2,31,9
067e8948cf6b84f1385de29ebcb171e4,CENTRO,AUTOMOVIL,ESTANDAR,F,5,28,5
2192cc1321cdb3889d62ac5ef18d5a23,CENTRO,AUTOMOVIL,ESTANDAR,M,3,57,22
d4b174274c57cafce5f04cbe007b27dd,NORTE,AUTOMOVIL,ESTANDAR,M,3,29,8
b292f174273c3acb1db86be8d64a8ba6,MODERNA,CAMIONETA,ESTANDAR,M,2,68,16
3f578032b5900c5c65a615a718087bb1,ESTE,AUTOMOVIL,ESTANDAR,F,2,42,5
29791140f2075bed1c96cbd21ac47e97,MODERNA,CAMIONETA,PERSONALIZADO,M,4,45,2
9cfb5ddc2b993f8678fd6a5651d0a981,MODERNA,AUTOMOVIL,ESTANDAR,M,4,51,5
913c5b1917f7e1670b3915c2cbe6e8f2,SUR,CAMIONETA,ESTANDAR,M,5,36,5
d15f1eef0af7947dc807c96430083ca1,ESTE,CAMIONETA,ESTANDAR,M,4,45,11
813f66b032df6319098a503533509b60,MODERNA,CAMIONETA,ESTANDAR,M,1,42,1
3ef31a2f2881895b20d8dfe5e471797c,MODERNA,AUTOMOVIL,ESTANDAR,M,6,60,8
deb9c1dd06b2fbdf5be463de494e054e,MODERNA,AUTOMOVIL,ESTANDAR,F,7,60,4
0b1ecc96f1f42af022be63cf664034bc,MODERNA,AUTOMOVIL,ESTANDAR,M,6,41,5
d44213b7406d5de82b04617db308c849,CENTRO,AUTOMOVIL,PERSONALIZADO,M,3,49,19
1d2d7d0a14908de3eab574564d6e70a0,MODERNA,CAMIONETA,ESTANDAR,F,7,69,0
0f7f5d4d3e280276d8a897dbf7d9fa43,ESTE,CAMIONETA,ESTANDAR,F,2,46,8
127f95acfb02108a77b198ab46615f03,MODERNA,AUTOMOVIL,PERSONALIZADO,F,3,61,7
a8d816caee3af966fccbc81307b60b8c,MODERNA,AUTOMOVIL,ESTANDAR,M,3,32,5
375ed1e5650f0f16b74c52e6d4cdcebf,MODERNA,AUTOMOVIL,ESTANDAR,M,6,47,6
ac522d8266c6eae856efd9dfd6ed9c73,MODERNA,AUTOMOVIL,ESTANDAR,M,8,40,1
238e88b268dd72b7ea6ec721dff34591,MODERNA,CAMIONETA,PERSONALIZADO,M,5,50,5
ec626258a2b0db348c1a21d73fb558f9,ESTE,AUTOMOVIL,ESTANDAR,F,1,70,6
92d728b6b7f0721bd978f611d36ec12f,MODERNA,AUTOMOVIL,PERSONALIZADO,M,6,47,4
f6cf915f8edcca382283c56e1508533c,MODERNA,CAMIONETA,PERSONALIZADO,F,6,72,28
62359dc5cf850c7c9a8c149e47ee6541,MODERNA,CAMIONETA,PERSONALIZADO,M,5,56,3
d9c0dffb97d2c78c91eddaa53d5bf0a0,MODERNA,AUTOMOVIL,ESTANDAR,F,1,37,5
5fc00113266ef0353ca22d95adb3780d,ESTE,AUTOMOVIL,PERSONALIZADO,F,3,31,9
d385336f9c279e72d8bde6d2aab35b55,MODERNA,AUTOMOVIL,PERSONALIZADO,M,1,50,8
445c1a34c86fa53789257339473097ca,SUR,AUTOMOVIL,ESTANDAR,M,6,52,7
ff94e55f100c8533845e74bfefd1636a,ESTE,AUTOMOVIL,ESTANDAR,M,6,54,6
fc1a45c7711edf54796291d9c13a5e06,MODERNA,AUTOMOVIL,ESTANDAR,M,6,48,2
bb327f6454ce0fd068f1de9844290386,MODERNA,AUTOMOVIL,ESTANDAR,F,1,34,4
f80a160cabc7d1294d631b9e2450bb73,MODERNA,AUTOMOVIL,PERSONALIZADO,F,2,73,8
d55e619a551d4c72f95ed089dbe1b52c,NORTE,CAMIONETA,ESTANDAR,F,3,48,8
9cc1cb2e135e5ab8b9d88e4d23307ff6,MODERNA,CAMIONETA,ESTANDAR,F,1,34,7
9ad3b0b1a9ed286979bc07c972e7ca7a,MODERNA,AUTOMOVIL,ESTANDAR,M,1,37,17
cf99732d8bcdf8eaba62d3f099fc9392,SUR,AUTOMOVIL,ESTANDAR,M,2,29,5
125e3444ddf1ce440e087776a2463e4b,MODERNA,AUTOMOVIL,ESTANDAR,M,5,44,5
f960165a913be4134b6a0042fadddad9,MODERNA,CAMIONETA,PERSONALIZADO,M,7,43,16
aee5381c18e20d4ab8af7473d054a4bf,MODERNA,AUTOMOVIL,ESTANDAR,M,2,34,7
9528c4def87b9d5e488b7c4f8667c052,MODERNA,AUTOMOVIL,PERSONALIZADO,M,4,32,8
c24e1763ed15d690d71927f0b9afecab,MODERNA,AUTOMOVIL,ESTANDAR,F,5,44,4
373e9ec2ed0bdf4095e808c11c125dd1,MODERNA,AUTOMOVIL,ESTANDAR,M,3,44,10
16f1d5dffb6650fa976c60fa78f567d9,SUR,AUTOMOVIL,ESTANDAR,M,2,58,5
c7bc8001aea3779f923c173bf4a28151,NORTE,AUTOMOVIL,PERSONALIZADO,M,1,40,5
a626a3a8e5ac0b92589b71c9d309b5ee,MODERNA,AUTOMOVIL,PERSONALIZADO,M,1,35,3
1260c667d805abfbe78317d37f6e2c06,CENTRO,AUTOMOVIL,ESTANDAR,F,3,40,7
a05836868c20e0002d75e7c20a91922b,CENTRO,AUTOMOVIL,ESTANDAR,M,4,29,1
08f54deee974120d97f8bd78d6687f61,MODERNA,CAMIONETA,ESTANDAR,M,2,59,7
ee8692bbca01ed16a6ddcd69cef08c29,NORTE,AUTOMOVIL,ESTANDAR,M,5,37,4
d75a382b043f0b0c92f34c7e3fb32004,MODERNA,AUTOMOVIL,ESTANDAR,M,6,63,6
631dafdc4a607ad5d4405790953cbd2e,MODERNA,AUTOMOVIL,ESTANDAR,F,4,50,6
62332e85222c68c7b87ae1fadfff6f32,MODERNA,AUTOMOVIL,ESTANDAR,F,1,41,7
cfd8d0ba136a7291fb621cb09dd11055,CENTRO,AUTOMOVIL,ESTANDAR,M,2,44,4
476da293e723dd461cbb0b06afaf185f,ESTE,AUTOMOVIL,PERSONALIZADO,M,3,46,17
8748cdbd2aea9c5adb76b9afeeed888c,ESTE,AUTOMOVIL,PERSONALIZADO,M,1,38,9
ae341caa282bb111954d47690f328ea4,SUR,AUTOMOVIL,ESTANDAR,F,3,33,8
feaa4a2d961508033e038ee7fad4c861,MODERNA,CAMIONETA,ESTANDAR,F,3,50,4
d88602e53814926a008c99de124d68c4,MODERNA,AUTOMOVIL,PERSONALIZADO,M,5,41,16
f1244a62a79742788e37bb3d49beb6c5,MODERNA,AUTOMOVIL,ESTANDAR,M,1,47,4
1fd7d232df91f79b404e5f77c90651ee,MODERNA,AUTOMOVIL,PERSONALIZADO,M,4,43,4
27b36bd2e23a9ced50c43deac044ad50,MODERNA,CAMIONETA,ESTANDAR,M,5,53,6
96edb7e433066f6dced9e2e490c7477c,MODERNA,AUTOMOVIL,ESTANDAR,F,4,32,2
9d086ed816d56d1ff3c32092506a47fe,MODERNA,AUTOMOVIL,ESTANDAR,M,1,32,11
9fdb48e839a8b865623199fc2d75d679,MODERNA,AUTOMOVIL,ESTANDAR,M,5,45,12
3ad0941b5cebb873c3aaaf502e4011b1,MODERNA,AUTOMOVIL,ESTANDAR,F,6,50,0
ec01bfc1cd9131239a585358a77984b1,NORTE,AUTOMOVIL,ESTANDAR,M,2,42,7
0cec362f557e695c9ba5faab3f743b4a,CENTRO,AUTOMOVIL,ESTANDAR,M,5,41,6
90f547dd299086f3f5009f667b2bb324,MODERNA,AUTOMOVIL,ESTANDAR,M,5,46,20
2dcedc5ff7846c05df68a3c68fbec5d7,SUR,AUTOMOVIL,ESTANDAR,M,1,40,7
404e93199cd56bcc48378a6146dd6e7a,MODERNA,CAMIONETA,PERSONALIZADO,F,5,65,10
277f5f5a4d7b3aaac93382cc8f73262b,CENTRO,CAMIONETA,ESTANDAR,M,4,57,28
f27bd546626b75c4619b3440515d86a4,MODERNA,AUTOMOVIL,PERSONALIZADO,M,1,66,11
3da46b8f37be05b73936009058d98252,MODERNA,CAMIONETA,ESTANDAR,M,6,50,5
c57abd1c2aaf6cf4ed5881a7c3e584bd,ESTE,AUTOMOVIL,PERSONALIZADO,M,7,41,3
8ffa3c8e87ba4ff9a7cd9739d8999472,MODERNA,AUTOMOVIL,PERSONALIZADO,F,6,47,9
630b99d11647b532b46522364c8f5ea3,MODERNA,AUTOMOVIL,ESTANDAR,F,2,45,2
499c86a1a25be0ac18e0437e67345b3d,SUR,AUTOMOVIL,ESTANDAR,F,3,25,6
476f996fc1da7d7f756a33184c041c0e,MODERNA,AUTOMOVIL,ESTANDAR,M,1,59,26
720cc2bf71fc565b090aa1531fb19402,ESTE,AUTOMOVIL,ESTANDAR,M,1,51,16
3ce6de1a246fae11bcceb0dfdcd75103,MODERNA,AUTOMOVIL,ESTANDAR,M,5,46,11
53545ef398db51d9b969525fd6d37ed7,NORTE,CAMIONETA,ESTANDAR,M,1,43,8
4e6d8c3720c2297087522f5a821be0af,MODERNA,AUTOMOVIL,ESTANDAR,M,2,52,5
8981ff021b563fe356f7b8c50b3045d7,NORTE,AUTOMOVIL,ESTANDAR,M,3,32,3
b2a15e06876e4e2616bfa506f924d465,CENTRO,AUTOMOVIL,PERSONALIZADO,M,4,41,15
ea6d702cba73e3128ae94e17a6b83435,MODERNA,AUTOMOVIL,ESTANDAR,M,5,37,2
f68615af88c2040b8cff0de6be28949e,MODERNA,CAMIONETA,ESTANDAR,F,3,39,8
15dc80ee020676c8361e9c569d8dcba8,ESTE,AUTOMOVIL,PERSONALIZADO,F,5,33,5
e3a8ea38906f18c0ec31e7fef0d4f35a,MODERNA,CAMIONETA,ESTANDAR,F,6,62,5
c0e139fd022b2d12774a2d075abd517a,NORTE,CAMIONETA,ESTANDAR,M,6,51,13
fdfd5d2d27b70e1e512bad37e9f236a1,NORTE,AUTOMOVIL,ESTANDAR,F,3,54,4
880616a7431cfebdb33680b38d0ed810,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,59,3
6f4e813b9481651ae2a099c5249bd647,MODERNA,AUTOMOVIL,ESTANDAR,M,3,47,4
e302ceb6db99ca9f6880ee596dbf0679,ESTE,AUTOMOVIL,ESTANDAR,M,3,35,6
3f60034fcc074c6726059352f7c0b914,NORTE,CAMIONETA,PERSONALIZADO,M,4,51,10
39132b65972f03f9fb82653c3ed4550d,ESTE,AUTOMOVIL,ESTANDAR,M,7,57,9
25b1f5f7aff30175dc695d532df6d7df,MODERNA,CAMIONETA,PERSONALIZADO,M,4,54,6
38c7984d0511e9c4192f4a3e07ca7090,CENTRO,CAMIONETA,ESTANDAR,M,5,60,2
f8ac2afbe5ebfca7f507b75807e65c8c,ESTE,AUTOMOVIL,ESTANDAR,M,2,28,10
f1815631d431d7ef4acb45789cffd4e1,MODERNA,AUTOMOVIL,ESTANDAR,F,3,36,15
73c2f4807849bbcb59b98bb0ef063715,MODERNA,CAMIONETA,PERSONALIZADO,F,1,34,0
607ad2eaefd42cbcf08c435796d349e0,MODERNA,AUTOMOVIL,PERSONALIZADO,M,2,31,1
d7733056d94d12c7d7d7fbb93268a199,SUR,AUTOMOVIL,ESTANDAR,M,5,57,7
5819126c2850a1c95f2311db19a77d1e,CENTRO,AUTOMOVIL,ESTANDAR,M,4,50,9
7a1b4e205d14994d40234000ff13ae71,MODERNA,CAMIONETA,ESTANDAR,M,4,61,14
b945e4fc7880b21f784f8f37781ccc2a,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,62,18
c1b87c6a37259ae8ba640777d010e16a,MODERNA,CAMIONETA,PERSONALIZADO,M,4,69,15
9766a1863ff52e11c5580763b7e2c7d8,MODERNA,CAMIONETA,PERSONALIZADO,M,2,30,7
7281484f5fef5e4a6aebf4e75548c66b,MODERNA,AUTOMOVIL,ESTANDAR,M,2,43,14
ad396ac5ce3354d8ff706d0e7dd53f8c,MODERNA,AUTOMOVIL,ESTANDAR,F,4,40,2
915e455eda956b612076a3bd14fbc261,MODERNA,AUTOMOVIL,PERSONALIZADO,M,2,32,11
918ab5dd2b76b407dd815e276d0e070b,ESTE,AUTOMOVIL,ESTANDAR,M,1,34,5
d7689cd5055823d486e9eeab83e2bacf,MODERNA,AUTOMOVIL,ESTANDAR,F,1,32,6
7409ec9b9b9899c2e18f3f9529352624,SUR,AUTOMOVIL,PERSONALIZADO,F,5,41,3
2c20ef97ba9844dbafbdf1a482493bc1,ESTE,AUTOMOVIL,PERSONALIZADO,M,2,35,5
6cb346b071d00dfa48de3cfd72cc5aa1,SUR,CAMIONETA,ESTANDAR,M,2,56,12
5380533fb54932cabe00d20c0b640f12,NORTE,AUTOMOVIL,ESTANDAR,M,5,46,7
f550557bb7f24f54385f4b44f06744b6,CENTRO,AUTOMOVIL,ESTANDAR,M,3,44,8
a0ffa512feb5a22901df76753703a25a,MODERNA,AUTOMOVIL,ESTANDAR,M,3,40,1
57f37b8b60aba8fe1dc3dfc3fa81fbb8,SUR,AUTOMOVIL,ESTANDAR,M,3,53,4
433078570d62b7c4816af0f411f07a76,MODERNA,AUTOMOVIL,ESTANDAR,M,4,30,3
facf8a4020c42a3eb9f7238599b0c203,MODERNA,CAMIONETA,ESTANDAR,M,3,56,5
a1175c4100f31154435f05e9e5bd79b2,NORTE,AUTOMOVIL,ESTANDAR,M,6,35,1
11a4b9df41fe8ca923752d696e28f415,MODERNA,CAMIONETA,ESTANDAR,F,3,42,3
7f777813776ce7a83d1d18957d308dab,ESTE,CAMIONETA,PERSONALIZADO,M,2,53,5
2c2703feb3b550bfcc97b410d3eafbd4,MODERNA,AUTOMOVIL,ESTANDAR,M,1,69,5
b5d6975a9202cf31a99de714f3e8045b,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,72,2
1436dcc7874a1526d2396be907b1ccdd,MODERNA,CAMIONETA,PERSONALIZADO,M,5,66,1
c1f582eb47d5f2c2eae1ab77a071a545,MODERNA,CAMIONETA,ESTANDAR,M,5,65,6
c9bcbe5254c8abfe2a585671b07a76f5,SUR,AUTOMOVIL,ESTANDAR,M,6,38,7
2c0eee44d82e7021ee1bab5f08792dc2,CENTRO,AUTOMOVIL,ESTANDAR,M,5,31,0
c33a7b94476686893178610548d19b91,ESTE,AUTOMOVIL,ESTANDAR,M,2,47,6
192e49f28e292ad547f7ce21bdac4585,MODERNA,CAMIONETA,ESTANDAR,F,2,56,6
86042260ccbb9dbe2f90f44612405b6d,SUR,CAMIONETA,ESTANDAR,M,1,28,9
42af3798a13c626b7b8c3ab0c459ae69,ESTE,AUTOMOVIL,ESTANDAR,M,2,34,7
b1364c761d6fd650aa95666a330ed6ee,SUR,AUTOMOVIL,ESTANDAR,F,6,40,8
7297e10e6bb7a18e49d9b3ff47c8d5b2,MODERNA,AUTOMOVIL,PERSONALIZADO,F,3,41,20
19d1186f23b44c05771c937b8abf1c95,MODERNA,CAMIONETA,PERSONALIZADO,M,2,67,9
f066788b1af6f9350639ab93f84f62ab,CENTRO,CAMIONETA,PERSONALIZADO,F,3,33,0
79d042a77f59b9cbdae346c5098028eb,MODERNA,AUTOMOVIL,ESTANDAR,M,6,47,26
d99985487405715be5f87f37d836daf3,MODERNA,CAMIONETA,PERSONALIZADO,F,1,39,3
871ff07cf8733f6c71bb13ba99f45a74,MODERNA,CAMIONETA,PERSONALIZADO,M,5,42,8
d856a58268b9402e017947789a55d94b,SUR,AUTOMOVIL,ESTANDAR,F,6,32,2
a7a221ec716d044a166fefeaeca12a40,MODERNA,AUTOMOVIL,ESTANDAR,M,2,42,12
c09894ad119d899c149857ef84400767,CENTRO,AUTOMOVIL,ESTANDAR,F,1,33,5
8948ff97b74f0170354c1b33b1b81e82,MODERNA,AUTOMOVIL,ESTANDAR,F,5,32,1
43cb58d37eba773c05708216958de09f,MODERNA,AUTOMOVIL,ESTANDAR,M,6,64,6
de4196aa0fa64c760ec153961cf61038,MODERNA,AUTOMOVIL,PERSONALIZADO,M,4,71,20
c2c8d1c075326072484ae22eb4f9fdb9,MODERNA,AUTOMOVIL,PERSONALIZADO,F,1,36,8
18547e429d0741d72deb120cf926719b,MODERNA,AUTOMOVIL,PERSONALIZADO,F,3,55,6
72c5c7005b172617fb29d61b3ca8c64f,MODERNA,AUTOMOVIL,ESTANDAR,F,1,52,21
bebdf27a5572119e414d0fbc7786ec2b,CENTRO,AUTOMOVIL,PERSONALIZADO,F,4,40,1
04560f1e2eb1abe2a26b096f1353b956,MODERNA,AUTOMOVIL,ESTANDAR,M,1,45,1
86644a8bc08f15745e6b190170edc1cb,MODERNA,AUTOMOVIL,ESTANDAR,F,4,38,4
77849600f1b37534c66da1e44c06739d,CENTRO,AUTOMOVIL,ESTANDAR,M,4,69,24
6afc9401e2848e92d16162ada7c6f5f7,SUR,AUTOMOVIL,PERSONALIZADO,M,2,58,0
f5f9756e9a0b11c79419dd628913b714,ESTE,AUTOMOVIL,ESTANDAR,M,2,55,6
9c920f6af890e05b7a98a94e534dae23,MODERNA,AUTOMOVIL,ESTANDAR,F,5,44,12
db345a08bde62e62d3ac62a578d3c31a,CENTRO,AUTOMOVIL,PERSONALIZADO,F,2,44,16
ad82e4a113472631dfc165d67a1373ab,SUR,AUTOMOVIL,ESTANDAR,M,2,38,10
bbee7f357f521dbefca84e37d866d345,SUR,AUTOMOVIL,ESTANDAR,M,5,35,2
c57c1d25f6d7ddadbf245279ba81aa2a,SUR,AUTOMOVIL,PERSONALIZADO,M,1,28,1
aacddb3ca48ce8cf678cca948b157bf2,NORTE,AUTOMOVIL,ESTANDAR,M,3,54,7
9f48b45cddd4ad917211508f11dcd0a0,MODERNA,CAMIONETA,ESTANDAR,M,3,50,8
ac727388df5db69f52d2cfb106d5f345,MODERNA,AUTOMOVIL,ESTANDAR,F,3,32,4
55fb5d8261bd4541d92168f486843729,MODERNA,AUTOMOVIL,ESTANDAR,M,2,49,8
545e0fe58fb937ebf1c03b5d2abbe7f6,ESTE,AUTOMOVIL,ESTANDAR,F,7,68,44
1c93df05c90c9c519c98f37ee0e95eaf,ESTE,AUTOMOVIL,ESTANDAR,F,7,58,6
58d8e178d931acaefa4d7a6f0a4bf789,MODERNA,CAMIONETA,ESTANDAR,M,4,42,8
4a5823a871454c8f8742cddda03ca39d,MODERNA,AUTOMOVIL,PERSONALIZADO,M,2,45,9
9c2cea3a13c3b9d3628e71b12b4a4a48,MODERNA,CAMIONETA,PERSONALIZADO,M,3,66,11
9e810952a8b14c2013eea640a228614a,NORTE,AUTOMOVIL,ESTANDAR,M,7,53,0
6873f58d6fa07d8216997557fc8e8d8e,SUR,AUTOMOVIL,PERSONALIZADO,M,2,73,9
310d2b978c9a11aed1ae7cf51aa1c912,MODERNA,AUTOMOVIL,PERSONALIZADO,M,6,37,10
d80519fc5429204818c58dcfff0906e0,MODERNA,CAMIONETA,ESTANDAR,M,3,42,23
a14f24541abeece9563cc35f2ee00e26,MODERNA,AUTOMOVIL,ESTANDAR,M,1,34,5
3d476185c3954aba7b523e8395f02c21,ESTE,AUTOMOVIL,ESTANDAR,F,2,31,4
4ee358c472c10d794e90b32c2df2afe6,MODERNA,AUTOMOVIL,ESTANDAR,M,3,48,23
37cab83ac96143a9009b61ddd8614871,MODERNA,AUTOMOVIL,ESTANDAR,F,3,49,1
1f1cbb6a0ae2764260371e777c3a9b26,SUR,AUTOMOVIL,ESTANDAR,M,1,48,23
cfee33199ddd81f6859fa7f515b6d8ea,NORTE,AUTOMOVIL,ESTANDAR,F,7,30,5
fd5d0980f7f602dd6b6aed32967a01da,MODERNA,AUTOMOVIL,ESTANDAR,M,4,39,4
22cb17e06458328624d848b5fd195635,MODERNA,AUTOMOVIL,ESTANDAR,F,2,42,10
345aec20fd72968e5dde9b4503ae4794,CENTRO,AUTOMOVIL,ESTANDAR,M,1,37,4
1bb054e1181b0e1665875e6b62eb8a4e,ESTE,CAMIONETA,ESTANDAR,M,2,46,23
c1cfea23a5cd57bedb15c6b410c76336,MODERNA,AUTOMOVIL,PERSONALIZADO,M,3,25,1
f49abb06790c35dd187a75c3a1f47254,NORTE,AUTOMOVIL,PERSONALIZADO,M,3,51,6
efd10074bc47f5d8f803cf7de5d4493e,MODERNA,AUTOMOVIL,ESTANDAR,F,4,51,9
6712cb6f9456defc78ebe1b785fb320c,MODERNA,AUTOMOVIL,ESTANDAR,M,2,31,4
